rank	cumulative_gp	image_path	scale_w	scale_h	megapixels	content_class	variant_name
1343	1.1561	/mnt/v/output/imazen-26-png/7000-lilith-plots/grids/7040_plots_chart-00265-s5af4c1ef_1024x1024.sdr.png	48	48	0.0023	7000-lilith-plots	7040.scale48x48
1344	1.1561	/mnt/v/output/imazen-26-png/1400-lilith-nature/1512_nature_purple-white-flowers_colorado_ip8plus_iso20-f2p8_img-1029_4032x3024.sdr.png	48	64	0.0031	1400-lilith-nature	1512.scale48x64
1345	1.1561	/mnt/v/output/imazen-26-png/7000-lilith-plots/random-charts/7092_plots_chart-00118-s37436075_1024x1024.sdr.png	32	32	0.0010	7000-lilith-plots	7092.scale32x32
1346	1.1561	/mnt/v/output/imazen-26-png/8000-lilith-mobile-screenshots/8014_mobile-screenshots_summer-vacation-must_screenshot-20260526-071037-brave_1080x2520.sdr.png	27	64	0.0017	8000-lilith-mobile-screenshots	8014.scale27x64
1347	1.1561	/mnt/v/output/imazen-26-png/7000-lilith-plots/random-charts/7098_plots_chart-00268-s32c66252_1024x1024.sdr.png	48	48	0.0023	7000-lilith-plots	7098.scale48x48
1348	1.1571	/mnt/v/output/imazen-26-png/7000-lilith-plots/aliased-lines/7020_plots_line-00268-s2f977bbb_1024x1024.sdr.png	1024	1024	1.0486	7000-lilith-plots	7020.scale1024x1024
1349	1.1571	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8442_web-screenshots_nps-grca_dpr1_page1_414x896.sdr.png	30	64	0.0019	8100-lilith-web-screenshots	8442.scale30x64
1350	1.1691	/mnt/v/output/imazen-26-png/1000-lilith-photos-general/1026_general_two-turtles-on-rock_hotel-zentik-project-valladolid_s23u_iso50-f4p9_20230918-105440_4000x3000.sdr.png	3000	4000	12.0000	1000-lilith-photos-general	1026.scale3000x4000
1351	1.1723	/mnt/v/output/imazen-26-png/1400-lilith-nature/1542_nature_orange-lily-flower_belltown-seattle-washington_ip16pro_iso80-f1p8_img-9149_5712x4284.sdr.png	1536	2048	3.1457	1400-lilith-nature	1542.scale1536x2048
1352	1.1723	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/accessories/9248_gen_products-accessories_sticker-pack-flatlay_p0021_1024x1024.sdr.png	32	32	0.0010	9226-lilith-ai-products	9248.scale32x32
1353	1.1797	/mnt/v/output/imazen-26-png/3000-art-institute-of-chicago-photos/3010_aic_self-portrait_80607_4000x5097.sdr.png	2411	3072	7.4066	3000-art-institute-of-chicago-photos	3010.scale2411x3072
1354	1.1797	/mnt/v/output/imazen-26-png/7000-lilith-plots/grids/7040_plots_chart-00265-s5af4c1ef_1024x1024.sdr.png	192	192	0.0369	7000-lilith-plots	7040.scale192x192
1355	1.1870	/mnt/v/output/imazen-26-png/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6040_scans-patents_lynn-conway-us5046022-rescan-color_p012_2479x3230.sdr.png	2358	3072	7.2438	6000-lilith-scans-public-patents	6040.scale2358x3072
1356	1.1870	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9134_gen_illustrations_night-market-lanterns_1024x1536.sdr.png	21	32	0.0007	9094-lilith-ai-illustrations	9134.scale21x32
1357	1.1870	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/375x667/8296_web-screenshots_nasa-missions_dpr1_page1_375x667.sdr.png	18	32	0.0006	8100-lilith-web-screenshots	8296.scale18x32
1358	1.1891	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1920x1080/8170_web-screenshots_gutenberg-top_dpr1_page2_1920x1080.sdr.png	1920	1080	2.0736	8100-lilith-web-screenshots	8170.scale1920x1080
1359	1.1893	/mnt/v/output/imazen-26-png/2200-unsplash-renders/2210_renders_abstract-line-pattern_by-resource-database-xp6ngsgxck0-unsplash_4000x5000.sdr.png	410	512	0.2099	2200-unsplash-renders	2210.scale410x512
1360	1.1893	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/home/decor/9766_gen_products-home-decor_sunny-yellow-hand-towel-set_flat_p0527_1536x1024.sdr.png	48	32	0.0015	9226-lilith-ai-products	9766.scale48x32
1361	1.1894	/mnt/v/output/imazen-26-png/6800-ia-scans-manuscript-text/6826_scans-text_redoute-fr-description_p0066_2415x3528.sdr.png	263	384	0.1010	6800-ia-scans-manuscript-text	6826.scale263x384
1362	1.2016	/mnt/v/output/imazen-26-png/1400-lilith-nature/1546_nature_underground-cave-lake_playa-del-carmen-mexico_ip13pro_iso2000-f1p5_img-9608_4032x3024.sdr.png	3024	4032	12.1928	1400-lilith-nature	1546.scale3024x4032
1363	1.2016	/mnt/v/output/imazen-26-png/7000-lilith-plots/grids/7040_plots_chart-00265-s5af4c1ef_1024x1024.sdr.png	96	96	0.0092	7000-lilith-plots	7040.scale96x96
1364	1.2185	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/products-with-callouts/9968_gen_products-with-callouts_mens-waterproof-hiking-boots-brown_feature_p0422_5504x3072.sdr.png	5504	3072	16.9083	9226-lilith-ai-products	9968.scale5504x3072
1365	1.2185	/mnt/v/output/imazen-26-png/1400-lilith-nature/1460_nature_tropical-flower-cluster_cahuita-costa-rica_s23u_iso1000-f1p7_20240211-170302_4000x3000.sdr.png	24	32	0.0008	1400-lilith-nature	1460.scale24x32
1366	1.2185	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/accessories/9244_gen_products-accessories_red-butterfly-shield-sunglasses_p0018_3840x2160.sdr.png	32	18	0.0006	9226-lilith-ai-products	9244.scale32x18
1367	1.2185	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/sporting-goods/9880_gen_products-sporting-goods_yoga-mat-jewel-tone_p0641_1536x1024.sdr.png	32	21	0.0007	9226-lilith-ai-products	9880.scale32x21
1368	1.2185	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/accessories/9244_gen_products-accessories_red-butterfly-shield-sunglasses_p0018_3840x2160.sdr.png	48	27	0.0013	9226-lilith-ai-products	9244.scale48x27
1369	1.2185	/mnt/v/output/imazen-26-png/1400-lilith-nature/1416_nature_ocean-sunset-silhouette_keauhou-kahaluu-heritage-center-kahaluu-keauhou_s21u_iso50-f4p9_20221031-174022_4000x3000.sdr.png	48	36	0.0017	1400-lilith-nature	1416.scale48x36
1370	1.2268	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5032_nps_yose-yosemitecampgroundmap2013_color_p01_2590x3209.sdr.png	2590	3209	8.3113	5000-national-park-service-brochures	5032.scale2590x3209
1371	1.2276	/mnt/v/output/imazen-26-png/2400-unsplash-textures/2400_textures_flower-stem-blob_by-anca-gabriela-zosin-bmonybmqxha-unsplash_4000x5350.sdr.png	766	1024	0.7844	2400-unsplash-textures	2400.scale766x1024
1372	1.2276	/mnt/v/output/imazen-26-png/7000-lilith-plots/aliased-line-patterns/7002_plots_line-00118-s306ca2bd_1024x1024.sdr.png	32	32	0.0010	7000-lilith-plots	7002.scale32x32
1373	1.2276	/mnt/v/output/imazen-26-png/6600-ia-scans-manuscript-illustrations/6606_scans-illustrations_haeckel-red-algae_plate0065_5015x7275.sdr.png	66	96	0.0063	6600-ia-scans-manuscript-illustrations	6606.scale66x96
1374	1.2276	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/loungewear/9566_gen_products-clothing-womens-loungewear_set-tonal-flatlay_flat_p0331_1024x1024.sdr.png	32	32	0.0010	9226-lilith-ai-products	9566.scale32x32
1375	1.2276	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5006_nps_care-care-map-2021_color_p01_4961x7016.sdr.png	34	48	0.0016	5000-national-park-service-brochures	5006.scale34x48
1376	1.2276	/mnt/v/output/imazen-26-png/5300-noaa-hurricane-documents/5314_noaa_nhc-al062024-francine_p01_2550x3300.sdr.png	37	48	0.0018	5300-noaa-hurricane-documents	5314.scale37x48
1377	1.2277	/mnt/v/output/imazen-26-png/7000-lilith-plots/lines/7060_plots_line-concentric-00020-s1aac7045_1024x1024.sdr.png	256	256	0.0655	7000-lilith-plots	7060.scale256x256
1378	1.2287	/mnt/v/output/imazen-26-png/7000-lilith-plots/real-charts/7114_plots_chart-ohlc-18-slate_1024x1024.sdr.png	1024	1024	1.0486	7000-lilith-plots	7114.scale1024x1024
1379	1.2287	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8366_web-screenshots_nps-grand-canyon_dpr1_page2_768x1024.sdr.png	24	32	0.0008	8100-lilith-web-screenshots	8366.scale24x32
1380	1.2359	/mnt/v/output/imazen-26-png/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6056_scans-patents_lynn-conway-us5046022-rescan-color_p028_2479x3230.sdr.png	2358	3072	7.2438	6000-lilith-scans-public-patents	6056.scale2358x3072
1381	1.2485	/mnt/v/output/imazen-26-png/3300-met-museum-photos/3312_met_portrait_374222_3150x4000.sdr.png	3150	4000	12.6000	3300-met-museum-photos	3312.scale3150x4000
1382	1.2485	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/mens/9394_gen_products-clothing-mens_cobalt-satin-bomber_p0165_2160x3840.sdr.png	18	32	0.0006	9226-lilith-ai-products	9394.scale18x32
1383	1.2494	/mnt/v/output/imazen-26-png/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6042_scans-patents_lynn-conway-us5046022-rescan-color_p014_2479x3230.sdr.png	786	1024	0.8049	6000-lilith-scans-public-patents	6042.scale786x1024
1384	1.2494	/mnt/v/output/imazen-26-png/1400-lilith-nature/1548_nature_purple-blossom-branches_colorado_ip8plus_iso32-f2p8_img-9831_4032x3024.sdr.png	36	48	0.0017	1400-lilith-nature	1548.scale36x48
1385	1.2494	/mnt/v/output/imazen-26-png/1000-lilith-photos-general/1018_general_hanging-glass-sculptures_seattle-center-seattle_s23u_iso50-f2p4_20230727-174134_4000x3000.sdr.png	36	48	0.0017	1000-lilith-photos-general	1018.scale36x48
1386	1.2504	/mnt/v/output/imazen-26-png/7000-lilith-plots/random-charts/7102_plots_chart-00417-s2b748aba_1024x1024.sdr.png	1024	1024	1.0486	7000-lilith-plots	7102.scale1024x1024
1387	1.2504	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/accessories/9252_gen_products-accessories_tomato-statement-earrings_p0024_1024x1024.sdr.png	48	48	0.0023	9226-lilith-ai-products	9252.scale48x48
1388	1.2546	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/activewear/9464_gen_products-clothing-womens-activewear_trail-leggings-set-teal-charcoal_flat_p0234_2048x2048.sdr.png	2048	2048	4.1943	9226-lilith-ai-products	9464.scale2048x2048
1389	1.2666	/mnt/v/output/imazen-26-png/1400-lilith-nature/1418_nature_pink-flower-bush_colorado_s23u_iso50-f2p4_20230627-154802_4000x3000.sdr.png	3000	4000	12.0000	1400-lilith-nature	1418.scale3000x4000
1390	1.2666	/mnt/v/output/imazen-26-png/6600-ia-scans-manuscript-illustrations/6602_scans-illustrations_haeckel-starfish_plate0040_4961x7277.sdr.png	175	256	0.0448	6600-ia-scans-manuscript-illustrations	6602.scale175x256
1391	1.2677	/mnt/v/output/imazen-26-png/7000-lilith-plots/aliased-lines/7012_plots_line-00127-s7957de6d_1024x1024.sdr.png	1024	1024	1.0486	7000-lilith-plots	7012.scale1024x1024
1392	1.2730	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/fabric-textures/9358_gen_products-clothing-fabric-textures_texture-white-faux-fur_detail_p0129_3840x2160.sdr.png	3072	1728	5.3084	9226-lilith-ai-products	9358.scale3072x1728
1393	1.2730	/mnt/v/output/imazen-26-png/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescangray300/6076_scans-patents_lynn-conway-us5046022-rescan-gray_p018_2479x3230.sdr.png	25	32	0.0008	6000-lilith-scans-public-patents	6076.scale25x32
1394	1.2741	/mnt/v/output/imazen-26-png/7000-lilith-plots/random-charts/7094_plots_chart-00132-s681da868_1024x1024.sdr.png	1024	1024	1.0486	7000-lilith-plots	7094.scale1024x1024
1395	1.2831	/mnt/v/output/imazen-26-png/2200-unsplash-renders/2202_renders_planet-with-city-lights_by-itsiken-pmyoy3wafpu-unsplash_3000x3000.sdr.png	3000	3000	9.0000	2200-unsplash-renders	2202.scale3000x3000
1396	1.2852	/mnt/v/output/imazen-26-png/8000-lilith-mobile-screenshots/8030_mobile-screenshots_seaside-viewpoint-pic_screenshot-20260526-073431-photos_1968x2184.sdr.png	1384	1536	2.1258	8000-lilith-mobile-screenshots	8030.scale1384x1536
1397	1.2852	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/dark-bg/9470_gen_products-clothing-womens-dark-bg_emerald-cutout-knit-dress_p0240_2160x3840.sdr.png	27	48	0.0013	9226-lilith-ai-products	9470.scale27x48
1398	1.2852	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8432_web-screenshots_nih-recipes-keep-the-beat_dpr1_page1_1280x800.sdr.png	48	30	0.0014	8100-lilith-web-screenshots	8432.scale48x30
1399	1.2852	/mnt/v/output/imazen-26-png/3000-art-institute-of-chicago-photos/3012_aic_landscape_874_2829x2250.sdr.png	32	25	0.0008	3000-art-institute-of-chicago-photos	3012.scale32x25
1400	1.2856	/mnt/v/output/imazen-26-png/8000-lilith-mobile-screenshots/8012_mobile-screenshots_on-screen-keyboard_screenshot-20260526-070935-calculator_1080x2520.sdr.png	439	1024	0.4495	8000-lilith-mobile-screenshots	8012.scale439x1024
1401	1.2858	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9164_gen_illustrations_manga-battle-shonen-whoosh_1024x1536.sdr.png	341	512	0.1746	9094-lilith-ai-illustrations	9164.scale341x512
1402	1.3206	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5006_nps_care-care-map-2021_color_p01_4961x7016.sdr.png	4961	7016	34.8064	5000-national-park-service-brochures	5006.scale4961x7016
1403	1.3248	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/fabric-textures/9354_gen_products-clothing-fabric-textures_swatch-tan-full-grain-leather_p0125_4096x4096.sdr.png	2048	2048	4.1943	9226-lilith-ai-products	9354.scale2048x2048
1404	1.3249	/mnt/v/output/imazen-26-png/7000-lilith-plots/aliased-lines/7016_plots_line-00169-s646cb006_1024x1024.sdr.png	256	256	0.0655	7000-lilith-plots	7016.scale256x256
1405	1.3249	/mnt/v/output/imazen-26-png/7000-lilith-plots/grids/7042_plots_chart-00290-s4b1661bd_1024x1024.sdr.png	64	64	0.0041	7000-lilith-plots	7042.scale64x64
1406	1.3256	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/whitelabeled-beauty/9924_gen_products-whitelabeled-beauty_highlighter-stick-tube_p0685_1024x1536.sdr.png	683	1024	0.6994	9226-lilith-ai-products	9924.scale683x1024
1407	1.3256	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9022_gen_clipart_fern-frond_1024x1536.sdr.png	21	32	0.0007	9000-lilith-ai-clipart	9022.scale21x32
1408	1.3266	/mnt/v/output/imazen-26-png/7000-lilith-plots/grids/7040_plots_chart-00265-s5af4c1ef_1024x1024.sdr.png	1024	1024	1.0486	7000-lilith-plots	7040.scale1024x1024
1409	1.3277	/mnt/v/output/imazen-26-png/7000-lilith-plots/line-patterns/7058_plots_line-tiling-00248-s7c5ddcfb_1024x1024.sdr.png	1024	1024	1.0486	7000-lilith-plots	7058.scale1024x1024
1410	1.3277	/mnt/v/output/imazen-26-png/1400-lilith-nature/1498_nature_yellow-flowers-garden-bed_colorado_ip13pro_iso50-f1p5_fullsizerender_2773x3709.sdr.png	36	48	0.0017	1400-lilith-nature	1498.scale36x48
1411	1.3277	/mnt/v/output/imazen-26-png/7000-lilith-plots/random-charts/7104_plots_chart-00462-s33459e94_1024x1024.sdr.png	96	96	0.0092	7000-lilith-plots	7104.scale96x96
1412	1.3293	/mnt/v/output/imazen-26-png/9000-lilith-ai-clipart/9044_gen_clipart_mountain-set_1536x1024.sdr.png	1536	1024	1.5729	9000-lilith-ai-clipart	9044.scale1536x1024
1413	1.3344	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/2880x1800/8246_web-screenshots_nasa-webb_dpr2_page1_2880x1800.sdr.png	2880	1800	5.1840	8100-lilith-web-screenshots	8246.scale2880x1800
1414	1.3344	/mnt/v/output/imazen-26-png/6800-ia-scans-manuscript-text/6826_scans-text_redoute-fr-description_p0066_2415x3528.sdr.png	22	32	0.0007	6800-ia-scans-manuscript-text	6826.scale22x32
1415	1.3355	/mnt/v/output/imazen-26-png/7000-lilith-plots/grids/7038_plots_chart-00144-s2f4e8e1b_1024x1024.sdr.png	1024	1024	1.0486	7000-lilith-plots	7038.scale1024x1024
1416	1.3355	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/footwear/9664_gen_products-footwear_neon-coral-clog-mule_p0425_1024x1536.sdr.png	21	32	0.0007	9226-lilith-ai-products	9664.scale21x32
1417	1.3379	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/accessories/9238_gen_products-accessories_merch-canvas-tote_p0012_1152x2048.sdr.png	1152	2048	2.3593	9226-lilith-ai-products	9238.scale1152x2048
1418	1.3500	/mnt/v/output/imazen-26-png/1600-lilith-food/1600_food_steamed-dumplings-basket_university-city-san-diego-california_note9_iso64-f2p4_20190516-185153_4032x3024.sdr.png	4032	3024	12.1928	1600-lilith-food	1600.scale4032x3024
1419	1.3529	/mnt/v/output/imazen-26-png/6600-ia-scans-manuscript-illustrations/6602_scans-illustrations_haeckel-starfish_plate0040_4961x7277.sdr.png	1396	2048	2.8590	6600-ia-scans-manuscript-illustrations	6602.scale1396x2048
1420	1.3529	/mnt/v/output/imazen-26-png/7000-lilith-plots/line-patterns/7058_plots_line-tiling-00248-s7c5ddcfb_1024x1024.sdr.png	192	192	0.0369	7000-lilith-plots	7058.scale192x192
1421	1.3557	/mnt/v/output/imazen-26-png/8000-lilith-mobile-screenshots/8022_mobile-screenshots_kansas-judge-writes_screenshot-20260526-072125-substack_1080x2520.sdr.png	1080	2520	2.7216	8000-lilith-mobile-screenshots	8022.scale1080x2520
1422	1.3557	/mnt/v/output/imazen-26-png/7000-lilith-plots/lines/7064_plots_line-concentric-00230-s6a3b9505_1024x1024.sdr.png	256	256	0.0655	7000-lilith-plots	7064.scale256x256
1423	1.3557	/mnt/v/output/imazen-26-png/2000-unsplash-people/2004_people_by-christian-agbede-a1gwjze3il4-unsplash_2945x4417.sdr.png	21	32	0.0007	2000-unsplash-people	2004.scale21x32
1424	1.3636	/mnt/v/output/imazen-26-png/6000-lilith-scans-public-patents/yvonne_brill_us3807657_1bitoriginal/6102_scans-patents_yvonne-brill-us3807657-1bit_p005_2320x3408.sdr.png	2320	3408	7.9066	6000-lilith-scans-public-patents	6102.scale2320x3408
1425	1.3637	/mnt/v/output/imazen-26-png/7000-lilith-plots/grids/7042_plots_chart-00290-s4b1661bd_1024x1024.sdr.png	192	192	0.0369	7000-lilith-plots	7042.scale192x192
1426	1.3690	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/accessories/9232_gen_products-accessories_cognac-crossbody_detail_p0006_3840x2160.sdr.png	3072	1728	5.3084	9226-lilith-ai-products	9232.scale3072x1728
1427	1.3804	/mnt/v/output/imazen-26-png/5200-epa-climate-impact-2021-report/5222_epa_climate-impact-2021_fig-9-2-pacificislander-white_p080_2968x3841.sdr.png	2968	3841	11.4001	5200-epa-climate-impact-2021-report	5222.scale2968x3841
1428	1.3848	/mnt/v/output/imazen-26-png/1400-lilith-nature/1448_nature_snow-on-ice_hornafjordur-iceland_s23u_iso200-f1p7_20231207-115005_4000x1868.sdr.png	1435	3072	4.4083	1400-lilith-nature	1448.scale1435x3072
1429	1.3858	/mnt/v/output/imazen-26-png/7000-lilith-plots/aliased-polygons/7030_plots_line-00168-s4e34287f_1024x1024.sdr.png	1024	1024	1.0486	7000-lilith-plots	7030.scale1024x1024
1430	1.3858	/mnt/v/output/imazen-26-png/2000-unsplash-people/2022_people_by-ravi-sharma-ko7-phdhbo-unsplash_4160x6240.sdr.png	32	48	0.0015	2000-unsplash-people	2022.scale32x48
1431	1.3858	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/whitelabeled-beauty/9932_gen_products-whitelabeled-beauty_serum-dropper-blush_feature_p0691_3840x2160.sdr.png	32	18	0.0006	9226-lilith-ai-products	9932.scale32x18
1432	1.3859	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9164_gen_illustrations_manga-battle-shonen-whoosh_1024x1536.sdr.png	171	256	0.0438	9094-lilith-ai-illustrations	9164.scale171x256
1433	1.3867	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/768x1024/8346_web-screenshots_loc-pictures_dpr1_page2_768x1024.sdr.png	768	1024	0.7864	8100-lilith-web-screenshots	8346.scale768x1024
1434	1.3867	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/home/decor/9758_gen_products-home-decor_navy-stripe-throw-blanket_flat_p0519_1024x1024.sdr.png	32	32	0.0010	9226-lilith-ai-products	9758.scale32x32
1435	1.3867	/mnt/v/output/imazen-26-png/6000-lilith-scans-public-patents/lynn_conway_us5046022_printrescancolor300/6058_scans-patents_lynn-conway-us5046022-rescan-color_p030_2479x3230.sdr.png	25	32	0.0008	6000-lilith-scans-public-patents	6058.scale25x32
1436	1.3880	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/1440x900/8124_web-screenshots_nasa-image-of-day_dpr1_page1_1440x900.sdr.png	1440	900	1.2960	8100-lilith-web-screenshots	8124.scale1440x900
1437	1.3895	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9140_gen_illustrations_reading-nook-hot-chocolate_1024x1536.sdr.png	1024	1536	1.5729	9094-lilith-ai-illustrations	9140.scale1024x1536
1438	1.3896	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5014_nps_grca-sr-pocket-map_color_p01_9355x2481.sdr.png	256	68	0.0174	5000-national-park-service-brochures	5014.scale256x68
1439	1.3896	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/toys/9890_gen_products-toys_kids-art-supply-caddy_p0651_1024x1024.sdr.png	32	32	0.0010	9226-lilith-ai-products	9890.scale32x32
1440	1.3896	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9492_gen_products-clothing-womens-general_colorblock-mohair-sweater_p0261_2160x3840.sdr.png	36	64	0.0023	9226-lilith-ai-products	9492.scale36x64
1441	1.4016	/mnt/v/output/imazen-26-png/1200-lilith-interiors/1232_interiors_stained-glass-windows_sagrada-familia-barcelona_zfold7_iso400-f1p7_20260317-144409_4000x3000.sdr.png	3000	4000	12.0000	1200-lilith-interiors	1232.scale3000x4000
1442	1.4016	/mnt/v/output/imazen-26-png/7000-lilith-plots/aliased-polygons/7028_plots_line-00119-s142edf29_1024x1024.sdr.png	48	48	0.0023	7000-lilith-plots	7028.scale48x48
1443	1.4026	/mnt/v/output/imazen-26-png/2400-unsplash-textures/2404_textures_tree-bark-texture_by-hwang-sanguk-k0tljwrabxg-unsplash_3024x3024.sdr.png	1024	1024	1.0486	2400-unsplash-textures	2404.scale1024x1024
1444	1.4026	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/fabric-textures/9354_gen_products-clothing-fabric-textures_swatch-tan-full-grain-leather_p0125_4096x4096.sdr.png	48	48	0.0023	9226-lilith-ai-products	9354.scale48x48
1445	1.4026	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/mens/9394_gen_products-clothing-mens_cobalt-satin-bomber_p0165_2160x3840.sdr.png	27	48	0.0013	9226-lilith-ai-products	9394.scale27x48
1446	1.4109	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/activewear/9456_gen_products-clothing-womens-activewear_electric-bike-shorts_p0226_2160x3840.sdr.png	2160	3840	8.2944	9226-lilith-ai-products	9456.scale2160x3840
1447	1.4109	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9116_gen_illustrations_desert-twilight-saguaro_1024x1536.sdr.png	32	48	0.0015	9094-lilith-ai-illustrations	9116.scale32x48
1448	1.4109	/mnt/v/output/imazen-26-png/2200-unsplash-renders/2206_renders_abstract-color-pattern_by-marek-pavlik-fozwxagka1o-unsplash_3840x2160.sdr.png	96	54	0.0052	2200-unsplash-renders	2206.scale96x54
1449	1.4204	/mnt/v/output/imazen-26-png/2000-unsplash-people/2018_people_by-luigi-ritchie-eljmmcgmega-unsplash_4774x4774.sdr.png	3072	3072	9.4372	2000-unsplash-people	2018.scale3072x3072
1450	1.4217	/mnt/v/output/imazen-26-png/2200-unsplash-renders/2206_renders_abstract-color-pattern_by-marek-pavlik-fozwxagka1o-unsplash_3840x2160.sdr.png	1536	864	1.3271	2200-unsplash-renders	2206.scale1536x864
1451	1.4217	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9504_gen_products-clothing-womens-general_lemon-tank-shirt-set_onmodel_p0272_1024x1536.sdr.png	21	32	0.0007	9226-lilith-ai-products	9504.scale21x32
1452	1.4220	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/mens/9394_gen_products-clothing-mens_cobalt-satin-bomber_p0165_2160x3840.sdr.png	432	768	0.3318	9226-lilith-ai-products	9394.scale432x768
1453	1.4220	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8444_web-screenshots_nps-yell_dpr1_page1_1024x768.sdr.png	32	24	0.0008	8100-lilith-web-screenshots	8444.scale32x24
1454	1.4220	/mnt/v/output/imazen-26-png/8100-lilith-web-screenshots/other/8456_web-screenshots_terminal-ls-git-log_dpr1_page1_1280x900.sdr.png	48	34	0.0016	8100-lilith-web-screenshots	8456.scale48x34
1455	1.4220	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/sporting-goods/9856_gen_products-sporting-goods_daypack-22l-rust_p0617_2816x1536.sdr.png	32	17	0.0005	9226-lilith-ai-products	9856.scale32x17
1456	1.4220	/mnt/v/output/imazen-26-png/9094-lilith-ai-illustrations/9134_gen_illustrations_night-market-lanterns_1024x1536.sdr.png	64	96	0.0061	9094-lilith-ai-illustrations	9134.scale64x96
1457	1.4228	/mnt/v/output/imazen-26-png/5300-noaa-hurricane-documents/5328_noaa_nhc-al102023-idalia_p32_3300x2550.sdr.png	1024	791	0.8100	5300-noaa-hurricane-documents	5328.scale1024x791
1458	1.4228	/mnt/v/output/imazen-26-png/7000-lilith-plots/grids/7052_plots_line-00222-s2f495179_1024x1024.sdr.png	64	64	0.0041	7000-lilith-plots	7052.scale64x64
1459	1.4231	/mnt/v/output/imazen-26-png/7000-lilith-plots/grids/7044_plots_chart-00338-s6215c94e_1024x1024.sdr.png	512	512	0.2621	7000-lilith-plots	7044.scale512x512
1460	1.4231	/mnt/v/output/imazen-26-png/7000-lilith-plots/real-charts/7110_plots_chart-doughnut-06-contrast_1024x1024.sdr.png	64	64	0.0041	7000-lilith-plots	7110.scale64x64
1461	1.4231	/mnt/v/output/imazen-26-png/9226-lilith-ai-products/clothing/womens/general/9506_gen_products-clothing-womens-general_marigold-funnel-neck-volume-top_onmodel_p0274_2160x3840.sdr.png	18	32	0.0006	9226-lilith-ai-products	9506.scale18x32
1462	1.4297	/mnt/v/output/imazen-26-png/5000-national-park-service-brochures/color/5020_nps_npsa-area-map_color_p02_6300x2475.sdr.png	4096	1609	6.5905	5000-national-park-service-brochures	5020.scale4096x1609
1463	1.4300	/mnt/v/output/imazen-26-png/7000-lilith-plots/polygons/7088_plots_line-polygons-00232-s0b160660_1024x1024.sdr.png	512	512	0.2621	7000-lilith-plots	7088.scale512x512
